9/07/2016,04,05,37,40,41,45,13,5762882
7/07/2016,07,15,20,23,29,34,04,9726922
2/07/2016,04,14,15,16,18,40,30,9059705
30/06/2016,01,06,30,31,41,43,33,7201703
25/06/2016,06,19,21,22,34,37,16,6123569
23/06/2016,09,16,20,21,33,41,26,4855906
18/06/2016,02,10,14,16,27,44,24,8959253
16/06/2016,08,09,15,19,21,49,44,1984350
11/06/2016,17,26,36,37,38,46,20,9871966
9/06/2016,02,09,10,14,25,41,03,0794280
4/06/2016,01,11,14,16,20,41,10,4497776
2/06/2016,27,35,38,45,46,47,23,3402623
28/05/2016,20,28,30,36,41,46,02,1029775
26/05/2016,03,11,13,23,32,47,19,6994337
21/05/2016,07,10,13,15,35,38,39,3914317
19/05/2016,01,30,40,43,45,48,02,8873068
14/05/2016,05,10,12,22,34,35,18,8332551
12/05/2016,18,22,23,25,42,44,07,4826009
7/05/2016,04,05,16,18,21,36,23,5550312
5/05/2016,08,26,42,46,48,49,40,7104620
30/04/2016,04,13,31,41,43,48,34,1441395
28/04/2016,03,10,33,35,43,44,20,3113753
23/04/2016,05,06,08,26,39,40,02,9102554
21/04/2016,01,02,06,25,31,44,49,0128140
16/04/2016,02,03,12,16,32,40,23,0483213
14/04/2016,02,11,27,29,31,48,04,4049112
9/04/2016,01,17,25,29,30,40,02,9626669
7/04/2016,01,11,22,28,38,44,40,9503753
2/04/2016,06,07,15,27,32,40,43,7720259
31/03/2016,01,08,10,12,26,27,06,5192374
26/03/2016,19,21,28,32,43,48,09,9025340
24/03/2016,01,12,13,23,40,43,48,6394742
19/03/2016,01,12,21,35,44,45,17,4865512
17/03/2016,08,11,12,18,36,44,43,6499794
12/03/2016,12,17,23,27,37,40,29,5698939
10/03/2016,03,08,24,31,32,49,15,7770194
5/03/2016,06,07,11,28,38,45,33,6034570
3/03/2016,02,13,14,29,43,45,46,0821514
27/02/2016,05,11,20,32,35,43,26,2651869
25/02/2016,11,13,17,26,34,48,19,9377893
20/02/2016,03,11,17,41,45,47,10,7156900
18/02/2016,03,10,28,35,47,49,08,8312304
13/02/2016,27,30,34,43,46,49,14,4350884
11/02/2016,02,12,18,34,37,46,30,6886082
6/02/2016,06,11,20,26,38,46,21,2215524
4/02/2016,03,05,22,33,39,40,32,3306339
30/01/2016,02,06,11,33,37,46,49,6464480
28/01/2016,06,23,30,33,37,44,10,2514612
23/01/2016,06,10,24,27,32,45,18,2778789
21/01/2016,04,15,17,19,24,37,21,2002991
16/01/2016,12,17,19,27,32,48,26,2961285
14/01/2016,04,11,19,40,46,49,45,5042697
9/01/2016,04,10,12,14,17,47,09,2735517
7/01/2016,15,24,31,38,41,46,32,4938159
2/01/2016,05,06,08,10,29,37,35,1522099
31/12/2015,05,30,33,37,41,42,24,2191530
26/12/2015,12,15,20,41,43,47,03,8417949
24/12/2015,03,18,26,37,39,42,19,6190834
19/12/2015,07,08,15,16,34,35,42,1156606
17/12/2015,11,28,34,38,46,49,16,8289391
12/12/2015,10,22,30,36,45,47,32,1535926
10/12/2015,21,22,32,33,38,42,17,9194487
5/12/2015,02,11,13,14,28,46,21,9262689
3/12/2015,12,20,23,24,44,48,01,4001956
28/11/2015,06,20,22,30,46,47,42,0917729
26/11/2015,01,13,18,19,39,45,16,2670798
21/11/2015,02,06,29,38,40,46,19,9428471
19/11/2015,11,15,25,40,47,48,06,9197742
14/11/2015,13,14,15,32,40,49,08,4841842
12/11/2015,10,23,25,31,40,46,24,0193918
7/11/2015,03,04,20,24,29,49,05,0440304
5/11/2015,01,06,25,35,36,41,20,4623007
31/10/2015,13,16,24,30,38,48,15,2982227
29/10/2015,25,27,33,36,41,45,17,6153644
24/10/2015,01,15,20,33,46,47,40,9337872
22/10/2015,02,03,08,21,27,41,15,5517339
17/10/2015,01,02,11,21,22,44,15,0215261
15/10/2015,01,07,21,27,38,46,41,5749320
10/10/2015,07,11,22,23,26,30,04,9383987
8/10/2015,12,14,21,30,37,40,39,1547049
3/10/2015,01,19,21,28,45,48,17,1527645
1/10/2015,11,17,30,39,45,49,33,8149053
26/09/2015,18,19,26,35,46,49,11,8588263
24/09/2015,05,11,19,27,34,46,47,2596802
19/09/2015,02,03,12,16,29,37,36,6668765
17/09/2015,16,17,23,24,39,42,37,4628103
12/09/2015,09,14,19,43,44,48,03,2007407
10/09/2015,11,19,22,26,28,30,17,5507637
5/09/2015,05,17,21,23,42,46,29,1218683
3/09/2015,03,07,15,37,38,46,42,8686764
29/08/2015,01,06,41,47,48,49,45,4193665
27/08/2015,08,13,24,32,39,42,18,9402717
22/08/2015,01,16,25,28,33,38,27,6259465
20/08/2015,03,10,12,23,35,39,43,2972819
15/08/2015,12,19,24,39,40,42,44,1937732
13/08/2015,11,19,25,26,29,30,03,7117365
8/08/2015,03,09,13,15,25,28,21,9695659
6/08/2015,10,14,17,33,39,46,03,1848816
1/08/2015,01,09,16,20,28,31,25,9671257
30/07/2015,04,08,13,19,32,46,43,6942790
25/07/2015,04,06,12,16,25,43,18,4634984
23/07/2015,12,20,28,36,39,45,31,6504899
18/07/2015,01,24,30,41,45,46,20,7668936
16/07/2015,02,03,04,07,21,38,24,3139711
11/07/2015,12,20,22,23,30,44,11,6353110
9/07/2015,06,07,14,15,25,43,12,6307291
4/07/2015,18,19,28,45,46,49,35,6103359
2/07/2015,18,21,32,36,45,46,25,0689866
27/06/2015,01,08,10,16,26,32,15,7760912
25/06/2015,01,02,07,08,11,42,32,9663395
20/06/2015,09,17,21,31,34,41,39,4957111
18/06/2015,11,14,19,24,39,43,42,2729163
13/06/2015,24,37,40,41,43,46,47,5981260
11/06/2015,11,15,21,25,38,44,02,5014887
6/06/2015,03,28,30,31,36,41,49,0051444
4/06/2015,03,10,13,30,33,47,27,7104710
30/05/2015,17,20,27,29,35,40,36,7544806
28/05/2015,16,36,41,47,48,49,31,6711073
23/05/2015,02,04,06,31,39,42,33,0333809
21/05/2015,08,09,18,30,33,49,07,9714795
16/05/2015,02,18,20,35,43,44,15,1079094
14/05/2015,03,08,12,22,29,49,13,7763910
9/05/2015,06,20,30,36,41,49,04,2288532
7/05/2015,09,11,14,35,45,47,27,8772968
2/05/2015,07,13,36,39,48,49,25,4961722
30/04/2015,01,08,10,32,38,40,12,7324784
25/04/2015,03,29,33,43,47,48,38,9035827
23/04/2015,02,14,16,23,31,49,21,3683704
18/04/2015,04,06,17,18,36,38,15,1544745
16/04/2015,07,31,32,37,38,47,20,8659348
11/04/2015,09,23,24,28,35,41,08,5853263
9/04/2015,04,08,13,16,39,46,35,9338336
4/04/2015,11,15,16,21,27,33,24,0942949
2/04/2015,05,14,18,30,46,48,01,5982201
28/03/2015,01,02,07,17,38,49,22,4954630
26/03/2015,11,23,35,38,46,49,02,4665171
21/03/2015,04,05,11,23,40,44,19,5318821
19/03/2015,01,11,15,23,27,30,46,6002727
14/03/2015,08,09,32,34,39,47,35,2856114
12/03/2015,18,19,30,34,43,45,10,7216560
7/03/2015,01,08,09,20,43,45,36,4338038
5/03/2015,02,05,21,24,28,44,30,1623731
28/02/2015,07,08,22,23,30,48,39,0939026
26/02/2015,05,18,20,22,30,37,42,8500324
21/02/2015,09,12,14,24,37,40,07,5963911
19/02/2015,11,13,20,24,35,38,46,6622493
14/02/2015,01,04,12,33,44,47,27,2698862
12/02/2015,13,29,35,37,41,49,21,9702022
7/02/2015,12,21,28,30,38,42,47,1687038
5/02/2015,04,07,32,34,46,49,06,7773434
31/01/2015,08,13,23,38,42,48,31,0354302
29/01/2015,06,11,12,25,31,43,28,5680355
24/01/2015,07,14,16,36,37,47,29,2073474
22/01/2015,14,18,20,25,38,44,34,4895057
17/01/2015,13,20,22,29,30,48,04,8067570
15/01/2015,04,12,13,24,35,43,44,3277836
10/01/2015,18,27,37,41,42,49,20,8720461
8/01/2015,02,03,10,38,40,43,42,2457860
3/01/2015,01,21,22,25,28,30,06,3130187
1/01/2015,11,16,23,32,34,49,45,9354422
27/12/2014,01,10,21,23,33,47,18,1950714
25/12/2014,06,30,32,37,39,44,31,5788097
20/12/2014,12,20,22,26,34,40,16,9357583
18/12/2014,08,18,31,36,41,43,10,1504423
13/12/2014,01,25,27,36,39,42,14,9950099
11/12/2014,02,16,36,38,44,49,08,8890442
6/12/2014,03,10,11,15,21,37,41,3391501
4/12/2014,09,18,22,23,34,35,25,1685047
29/11/2014,02,08,25,29,32,37,21,0715792
27/11/2014,02,08,22,33,37,42,13,0459642
22/11/2014,08,09,10,25,26,31,45,9078343
20/11/2014,09,28,31,36,43,46,21,1866584
15/11/2014,02,11,30,42,48,49,25,6008326
13/11/2014,02,03,31,32,34,39,42,1578429
8/11/2014,04,17,32,33,35,37,29,2351128
6/11/2014,03,05,18,22,25,30,33,2633630
1/11/2014,20,26,33,38,40,48,14,9861321
30/10/2014,10,22,28,34,39,41,11,5396736
25/10/2014,08,15,23,35,36,37,44,6299398
23/10/2014,04,15,22,30,32,41,19,4015934
18/10/2014,25,26,28,30,31,40,11,5914151
16/10/2014,15,24,29,31,36,41,45,6447578
11/10/2014,05,08,30,34,39,41,01,8901543
9/10/2014,04,07,14,38,39,42,36,0500506
4/10/2014,10,11,24,28,30,39,06,0936508
2/10/2014,17,24,29,31,33,43,27,0747889
27/09/2014,01,10,13,14,18,24,04,4186201
25/09/2014,08,12,18,37,47,49,06,3742422
20/09/2014,08,14,24,28,33,49,25,8971887
18/09/2014,05,17,24,26,30,44,07,8041855
13/09/2014,03,12,13,18,38,44,34,9509483
11/09/2014,02,05,07,09,20,24,46,0048988
6/09/2014,02,12,22,31,33,44,36,1560820
4/09/2014,17,23,29,30,31,37,41,7369313
30/08/2014,09,12,19,24,32,40,04,0462960
28/08/2014,23,27,30,37,39,46,06,7170688
23/08/2014,03,18,27,28,32,45,23,0030770
21/08/2014,02,06,08,21,26,43,18,5999121
16/08/2014,07,19,38,41,43,46,25,1488778
14/08/2014,16,19,25,26,33,46,49,4798432
9/08/2014,02,04,08,22,24,39,37,5630429
7/08/2014,16,20,28,36,40,44,12,7976156
2/08/2014,02,32,37,44,45,49,14,5577635
31/07/2014,02,18,40,42,43,46,45,0415033
26/07/2014,02,06,09,16,17,45,23,5493586
24/07/2014,10,21,26,33,34,47,36,7976842
19/07/2014,03,12,21,37,42,47,38,1227630
17/07/2014,04,18,23,26,28,37,21,4860139
12/07/2014,09,11,12,20,27,43,34,0029189
10/07/2014,11,17,18,29,38,40,24,0507227
5/07/2014,03,06,14,41,43,45,10,4220420
3/07/2014,01,06,07,15,35,39,44,7627657
28/06/2014,15,18,30,39,45,46,41,1139778
26/06/2014,05,14,17,41,42,49,02,7523669
21/06/2014,03,06,35,36,39,49,24,2061603
19/06/2014,02,08,09,12,44,47,36,6580228
14/06/2014,05,06,19,40,41,43,26,8419479
12/06/2014,24,30,31,32,43,47,07,7985359
7/06/2014,13,17,19,20,22,29,25,4832487
5/06/2014,10,15,16,19,20,48,28,3282114
31/05/2014,04,12,14,30,42,43,36,4061898
29/05/2014,03,05,12,34,46,49,27,2749430
24/05/2014,21,33,36,38,45,47,08,9481909
22/05/2014,07,13,22,26,36,49,15,5847986
17/05/2014,03,07,33,37,47,49,06,4848318
15/05/2014,03,14,18,23,28,45,37,0349096
10/05/2014,05,15,17,23,33,37,16,4513006
8/05/2014,11,14,22,26,38,44,42,5492900
3/05/2014,04,05,14,16,45,49,37,8117455
1/05/2014,09,23,27,33,38,44,37,7957751
26/04/2014,01,02,09,18,38,48,06,4919783
24/04/2014,03,12,19,26,42,48,22,0581318
19/04/2014,11,17,27,29,40,45,44,6016197
17/04/2014,09,11,14,23,28,47,15,7636026
12/04/2014,04,13,19,22,24,27,01,8800731
10/04/2014,05,06,12,17,24,32,18,3904359
5/04/2014,09,13,30,36,37,45,16,2181348
3/04/2014,13,15,18,22,41,48,06,8296268
29/03/2014,06,14,30,41,43,49,36,7723370
27/03/2014,05,11,22,29,32,37,08,4469569
22/03/2014,07,12,18,27,32,34,25,1830129
20/03/2014,04,07,12,14,15,49,32,9335227
15/03/2014,05,13,14,19,20,37,44,1796418
13/03/2014,03,12,22,23,25,43,09,5322772
8/03/2014,11,20,23,28,31,43,27,5584675
6/03/2014,02,12,27,33,38,41,01,2563761
1/03/2014,02,17,19,20,21,26,41,5794643
27/02/2014,10,29,31,36,38,46,08,9819006
22/02/2014,04,15,25,30,39,44,31,8080315
20/02/2014,01,04,17,27,34,49,13,1189859
15/02/2014,17,31,35,36,48,49,21,7396940
13/02/2014,01,15,18,34,45,46,20,6363157
8/02/2014,04,07,22,29,30,40,33,7153151
6/02/2014,04,23,32,36,37,46,03,4340692
1/02/2014,09,13,27,28,31,34,11,8771941
30/01/2014,02,03,18,33,36,41,04,7593955
25/01/2014,03,06,07,21,34,49,35,1377829
23/01/2014,05,24,34,45,47,49,14,8167046
18/01/2014,01,03,24,27,36,46,12,7778821
16/01/2014,07,09,12,13,29,48,46,3302634
11/01/2014,09,16,27,35,43,46,34,0219556
9/01/2014,13,15,30,32,41,45,43,5079798
4/01/2014,11,13,16,18,43,45,49,8847145
2/01/2014,21,33,35,37,41,42,38,7160935
28/12/2013,01,19,33,38,43,47,03,4499533
26/12/2013,12,25,31,32,36,49,28,5981396
21/12/2013,04,09,37,38,40,43,44,7449573
19/12/2013,16,23,33,38,47,49,46,0706565
14/12/2013,12,16,23,27,28,41,31,5897208
12/12/2013,13,24,28,30,43,44,23,8796672
7/12/2013,12,15,16,19,20,39,30,2721920
5/12/2013,01,02,04,05,26,36,24,6387357
30/11/2013,17,20,28,34,35,45,26,1828571
28/11/2013,12,15,28,37,42,49,47,7900214
23/11/2013,07,12,15,23,39,46,49,8798973
21/11/2013,07,09,34,43,44,47,27,6038118
16/11/2013,01,10,31,32,34,45,41,6480119
14/11/2013,02,09,20,39,42,48,03,0904655
9/11/2013,02,11,27,32,35,40,04,5674003
7/11/2013,28,30,32,33,37,42,39,1302883
2/11/2013,05,07,26,32,44,45,35,6654328
31/10/2013,07,33,35,36,39,40,14,7770097
26/10/2013,08,09,12,20,34,41,25,2857638
24/10/2013,10,22,34,37,38,47,18,5694998
19/10/2013,20,22,29,32,45,48,37,8000423
17/10/2013,02,11,14,21,30,48,26,6165688
12/10/2013,07,13,19,30,33,41,10,2687199
10/10/2013,05,06,40,45,46,48,19,2459821
5/10/2013,06,07,12,23,37,49,40,0730017
3/10/2013,08,17,20,29,35,37,09,8690822
28/09/2013,04,28,29,33,42,47,10,2690120
26/09/2013,20,23,28,29,36,37,26,8847438
21/09/2013,06,10,21,24,33,36,32,0407178
19/09/2013,14,15,30,34,37,48,45,5250954
14/09/2013,11,17,19,34,35,41,18,7222894
12/09/2013,10,24,27,38,45,48,34,6205640
7/09/2013,01,08,14,25,30,36,24,5284712
5/09/2013,07,10,37,45,47,49,38,7721736
31/08/2013,07,30,31,34,35,46,24,5801375
29/08/2013,06,12,33,35,38,45,24,7912657
24/08/2013,03,07,09,11,15,18,49,8560361
22/08/2013,01,03,08,09,29,36,31,2159471
17/08/2013,13,15,20,25,28,49,40,7204123
15/08/2013,01,17,32,37,43,45,34,1812269
10/08/2013,04,12,21,29,35,38,30,0079942
8/08/2013,08,16,22,23,32,48,18,3362034
3/08/2013,01,02,03,07,14,20,18,1329304
1/08/2013,10,21,26,33,40,45,15,3349689
27/07/2013,06,07,23,26,31,49,34,5965984
25/07/2013,08,10,11,23,28,38,44,5868276
20/07/2013,04,22,26,27,31,33,03,4162205
18/07/2013,20,34,35,36,40,45,46,2417922
13/07/2013,01,02,04,17,23,31,27,2405213
11/07/2013,05,26,29,36,38,45,23,4284570
6/07/2013,08,10,14,27,35,36,18,0881636
4/07/2013,04,12,14,16,39,41,42,7173101
29/06/2013,04,09,17,23,34,38,43,6107873
27/06/2013,03,04,19,20,21,36,29,2196215
22/06/2013,01,13,28,30,35,39,15,2031172
20/06/2013,14,18,35,37,46,47,30,8636166
15/06/2013,01,10,30,35,39,44,19,4125500
13/06/2013,11,16,27,41,45,49,01,2015146
8/06/2013,10,17,26,38,39,47,20,6164842
6/06/2013,06,21,30,31,36,39,16,5289812
1/06/2013,06,07,12,18,26,42,37,9896086
30/05/2013,03,10,13,34,38,39,29,0627337
25/05/2013,09,24,30,37,42,49,18,9666765
23/05/2013,03,14,31,36,38,44,02,4008441
18/05/2013,09,16,17,34,44,45,37,2418163
16/05/2013,12,18,24,28,38,48,32,4352084
11/05/2013,09,14,21,25,26,42,29,0316268
9/05/2013,12,15,16,44,45,46,07,3512645
4/05/2013,02,10,12,21,37,40,36,4104746
2/05/2013,08,16,21,32,40,42,35,1309994
27/04/2013,01,06,10,16,23,36,15,2610570
25/04/2013,04,05,21,32,35,47,15,5372164
20/04/2013,04,10,17,22,35,48,38,3985112
18/04/2013,06,22,29,32,38,40,47,2419322
13/04/2013,09,12,14,16,38,46,32,2587786
11/04/2013,04,06,21,26,33,40,11,1450350
6/04/2013,01,16,20,30,38,43,28,3553532
4/04/2013,01,03,09,11,29,31,14,8339711
30/03/2013,01,09,13,24,29,39,25,5377519
28/03/2013,13,15,18,33,39,45,26,0066859
23/03/2013,16,17,31,32,41,42,33,2151133
21/03/2013,07,13,15,27,37,44,06,9928647
16/03/2013,01,07,12,13,15,17,31,4729973
14/03/2013,10,15,24,30,39,45,17,6155362
9/03/2013,05,08,22,24,28,44,40,5326191
7/03/2013,23,25,29,36,37,48,19,5841199
2/03/2013,04,06,07,12,18,39,32,6066997
28/02/2013,14,22,23,26,27,29,28,4355764
23/02/2013,06,16,38,44,45,46,28,3086788
21/02/2013,13,14,17,36,38,41,15,4097178
16/02/2013,04,15,16,22,30,41,29,2719745
14/02/2013,01,02,22,34,35,39,46,4191101
9/02/2013,01,03,15,24,43,44,23,0054419
7/02/2013,02,06,12,24,44,47,48,8602805
2/02/2013,07,08,31,33,34,47,06,0679150
31/01/2013,03,09,13,24,32,49,27,6787250
26/01/2013,10,22,32,35,36,47,18,7645987
24/01/2013,01,16,24,29,31,43,06,4095280
19/01/2013,05,08,25,34,37,44,01,6022889
17/01/2013,01,23,30,41,43,49,10,2869685
12/01/2013,02,03,19,20,29,37,01,4224561
10/01/2013,29,32,34,42,44,46,26,7389430
5/01/2013,01,04,09,11,38,48,26,3657952
3/01/2013,03,15,23,26,34,38,16,4357350
